Number;Text;Flag
1041386;Corrupted Faction Town Sigil of Britain;Original
1041387;Corrupted Faction Town Sigil of Trinsic;Original
1041388;Corrupted Faction Town Sigil of Minoc;Original
1041389;Corrupted Faction Town Sigil of Moonglow;Original
1041390;Corrupted Faction Town Sigil of Yew;Original
1041391;Corrupted Faction Town Sigil of Vesper;Original
1041392;Corrupted FactionTown Sigil of Skara Brae;Modified
1041393;Corrupted Faction Town Sigil of Magincia;Original
1041394;A Faction Town Sigil;Original
1041395;Faction Town Sigil of Britain;Original
1041396;Faction Town Sigil of Trinsic;Original
1041397;Faction Town Sigil of Minoc;Original
1041398;Faction Town Sigil of Moonglow;Original
1041399;Faction Town Sigil of Yew;Original
1041400;Faction Town Sigil of Vesper;Original
1041401;Faction Town Sigil of Skara Brae;Original
1041402;Faction Town Sigil of Magincia;Original
1041403;A Faction Town Sigil Monolith;Original
1041404;The Faction Town Sigil Monolith of Britain;Original
1041405;The Faction Town Sigil Monolith of Trinsic;Original
1041406;The Faction Town Sigil Monolith of Minoc;Original
1041407;The Faction Town Sigil Monolith of Moonglow;Original
1041408;The Faction Town Sigil Monolith of Yew;Original
1041409;The Faction Town Sigil Monolith of Vesper;Original
1041410;The Faction Town Sigil Monolith of Skara Brae;Original
1041411;The Faction Town Sigil Monolith of Magincia;Original
1041412;A Faction Town Stone;Original
1041413;Faction Town Stone of Britain;Original
1041414;Faction Town Stone of Trinsic;Original
1041415;Faction Town Stone of Minoc;Original
1041416;Faction Town Stone of Moonglow;Original
1041417;Faction Town Stone of Yew;Original
1041418;Faction Town Stone of Vesper;Original
1041419;Faction Town Stone of Skara Brae;Original
1041420;Faction Town Stone of Magincia;Original
1041421;a wrist watch;Original
1041422;ovocný koláč;Modified
1041423;a champagne glass;Original
1041424;a fireworks wand;Original
1041425;Seasons Greetings;Original
1041426;coal;Original
1041427;switches;Original
1041428;Maybe next year you will get a nicer gift.;Original
1041429;Gildovní kámen;Modified
1041430;a ship claim ticket;Original
1041431;Haven Exit;Original
1041432;a holiday bell from Sage;Original
1041433;a holiday bell from LadyMOI;Original
1041434;a holiday bell from Tyrant;Original
1041435;a holiday bell from FierY iCe;Original
1041436;a holiday bell from Melantus;Original
1041437;a holiday bell from Ignatz;Original
1041438;a holiday bell from Vex;Original
1041439;a holiday bell from Hanse;Original
1041440;a holiday bell from Jalek;Original
1041441;a holiday bell from Adrick;Original
1041442;a holiday bell from Lord Krum;Original
1041443;a holiday bell from Oaks;Original
1041444;a holiday bell from Prophet;Original
1041445;a holiday bell from Greyburn;Original
1041446;a holiday bell from Evocare;Original
1041447;a holiday bell from Runesabre;Original
1041448;a holiday bell from Alai;Original
1041449;a holiday bell from Tajima;Original
1041450;a holiday bell from Stellerex;Original
1041451;a holiday bell from Bulldoz;Original
1041452;a holiday bell from T-Bone;Original
1041453;a holiday bell from Nimrond;Original
1041454;a snowy scene of Britain;Original
1041455;a snowy scene of Moonglow;Original
1041456;a snowy scene of Minoc;Original
1041457;a snowy scene of Magincia;Original
1041458;a snowy scene of Buccaneer's Den;Original
1041459;a snowy scene of Trinsic;Original
1041460;a snowy scene of Yew;Original
1041461;a snowy scene of Skara Brae;Original
1041462;a snowy scene of Jhelom;Original
1041463;a snowy scene of Nujel'm;Original
1041464;a snowy scene of Papua;Original
1041465;a snowy scene of Delucia;Original
1041466;a snowy scene of Cove;Original
1041467;a snowy scene of Ocllo;Original
1041468;a snowy scene of Serpent's Hold;Original
1041469;a snowy scene of Empath Abbey;Original
1041470;a snowy scene of The Lycaeum;Original
1041471;a snowy scene of Vesper;Original
1041472;a snowy scene of Wind;Original
1041473;House Name:;Original
1041474;Owner:;Original
1041475;Location:;Original
1041476;a key: ~1_val~;Original
1041477;an inscription on the coffin's surface is barely legible:  'For He Who Walks The Path Of Darkness, All Is Revealed';Original
1041478;Marked item for Britain;Original
1041479;Marked item for Buccaneer's Den;Original
1041480;Marked item for Jhelom;Original
1041481;Marked item for Magincia;Original
1041482;Marked item for Minoc;Original
1041483;Marked item for Moonglow;Original
1041484;Marked item for Ocllo;Original
1041485;Marked item for Serpent's Hold;Original
1041486;Marked item for Skara Brae;Original
1041487;Marked item for Trinsic;Original
1041488;Marked item for Vesper;Original
1041489;Marked item for Yew;Original
1041490;Felucca moonstone;Original
1041491;Trammel moonstone;Original
1041492;This is half a prize ticket! Double-click this ticket and target any other ticket marked NEW PLAYER and get a prize! This ticket will only work for YOU, so don't give it away!;Original
1041493;studded sleeves, ranger armor;Original
1041494;studded gloves, ranger armor;Original
1041495;studded gorget, ranger armor;Original
1041496;studded leggings, ranger armor;Original
1041497;studded tunic, ranger armor;Original
1041498;voskované plátno;Modified
1041499;Facet Gate;Original
1041500;;Original
1041501;This is half a prize ticket! Find and target another ticket. This ticket will only work for YOU, so don't give it away.;Original
1041502;for somewhere in Felucca;Original
1041503;for somewhere in Trammel;Original
1041504;unreadable treasuremap;Original
1041505;a tattered treasure map for somewhere in Trammel;Original
1041506;a tattered treasure map for somewhere in Felucca;Original
1041507;completed by ~1_val~;Original
1041508;a faction trap removal kit;Original
1041509;a deed for a vendor named ~1_val~;Original
1041510;a tattered, youthful treasure map;Original
1041511;a tattered, plainly drawn treasure map;Original
1041512;a tattered, expertly drawn treasure map;Original
1041513;a tattered, adeptly drawn treasure map;Original
1041514;a tattered, cleverly drawn treasure map;Original
1041515;a tattered, deviously drawn treasure map;Original
1041516;a youthful treasure map;Original
1041517;a plainly drawn treasure map;Original
1041518;an expertly drawn treasure map;Original
1041519;an adeptly drawn treasure map;Original
1041520;a cleverly drawn treasure map;Original
1041521;a deviously drawn treasure map;Original
1041522;~1~~2~~3~;Original
1041523;:;Modified
1041524;You do not have enough wood.;Original
1041525;<BODY><BASEFONT COLOR=BLACK><u>Young Player Haven Transport.</u> Select this option if you want to be transported to Haven <BASEFONT COLOR=BLACK>.</BODY>;Modified
1041526;<u>Go to Haven.</u> This option will take you to the city of Haven. Haven is a place of learning for newcomers to Britannia.;Original
1041527;<CENTER>We apologize, but the normal support options are currently unavailable.;Original
1041528;<CENTER>Test Center is a resource used by Quality Assurance and Development teams. Support representatives are not available on test shards.;Original
1041529;You're already in Haven.;Original
1041530;You'll need a better jailbreak plan then that!;Original
1041531;You have changed the title of the rune book.;Original
1041532;;Original
1041533;;Original
1041534;;Original
1041535;;Original
1041536;;Original
1041537;;Original
1041538;;Original
1041539;;Original
1041540;;Original
1041541;;Original
1041542;;Original
1041543;;Original
1041544;;Original
1041545;;Original
1041546;;Original
1041547;;Original
1041548;;Original
1041549;;Original
1041550;;Original
1041551;;Original
1041552;;Original
1041553;;Original
1041554;;Original
1041555;;Original
1041556;;Original
1041557;;Original
1041558;;Original
1041559;;Original
1041560;;Original
1041561;;Original
1041562;;Original
1041563;;Original
1041564;;Original
1041565;;Original
1041566;;Original
1041567;;Original
1041568;;Original
1041569;;Original
1041570;;Original
1041571;;Original
1041572;;Original
1041573;;Original
1041574;;Original
1041575;;Original
1041576;;Original
1041577;;Original
1041578;;Original
1041579;;Original
1041580;;Original
1041581;;Original
1041582;;Original
1041583;;Original
1041584;;Original
1041585;;Original
1041586;;Original
1041587;;Original
1041588;;Original
1041589;;Original
1041590;;Original
1041591;;Original
1041592;;Original
1041593;;Original
1041594;;Original
1041595;;Original
1041596;;Original
1041597;;Original
1041598;;Original
1041599;;Original
1041600;;Original
1041601;Pet Name: ~1_val~;Original
1041602;Owner: ~1_val~;Original
1041603;This item represents a pet currently in consideration for trade;Original
1041604;studded gorget of the phoenix;Original
1041605;ringmail gloves of the phoenix;Original
1041606;ringmail tunic of the phoenix;Original
1041607;ringmail sleeves of the phoenix;Original
1041608;ringmail leggings of the phoenix;Original
1041609;norse helm of the phoenix;Original
1041610;A keg of strange liquid.;Original
1041611;A keg of black liquid.;Original
1041612;A keg of orange liquid.;Original
1041613;A keg of blue liquid.;Original
1041614;A keg of white liquid.;Original
1041615;A keg of green liquid.;Original
1041616;A keg of red liquid.;Original
1041617;A keg of yellow liquid.;Original
1041618;A keg of purple liquid.;Original
1041619;A keg of potions;Original
1041620;A keg of Nightsight potions;Original
1041621;A keg of Lesser Cure potions;Original
1041622;A keg of Cure potions;Original
1041623;A keg of Greater Cure potions;Original
1041624;A keg of Agility potions;Original
1041625;A keg of Greater Agility potions;Original
1041626;A keg of Strength potions;Original
1041627;A keg of Greater Strength potions;Original
1041628;A keg of Lesser Poison potions;Original
1041629;A keg of Poison potions;Original
1041630;A keg of Greater Poison potions;Original
1041631;A keg of Deadly Poison potions;Original
1041632;A keg of Refresh potions;Original
1041633;A keg of Total Refreshment potions;Original
1041634;A keg of Lesser Heal potions;Original
1041635;A keg of Heal potions;Original
1041636;A keg of Greater Heal potions;Original
1041637;A keg of Lesser Explosion potions;Original
1041638;A keg of Explosion potions;Original
1041639;A keg of Greater Explosion potions;Original
1041640;Number of potions contained:;Original
1041641;An empty potion keg;Original
1041642;head of ~1_val~;Original
1041643;A ship with no name;Original
1041644;A ship ~1_val~;Original
1041645;recovered from a shipwreck;Original
1042000;You are not poisoned.;Original
1042001;That must be in your pack for you to use it.;Original
1042002;You combine the berry and the flour into the tribal paint worn by the savages.;Original
1042003;You don't have the cooking skill to create the body paint.;Original
1042004;That must be in your pack for you to use it.;Original
1042005;You combine the berry and the flour into the tribal paint worn by the savages.;Original
1042006;You don't have the cooking skill to create the body paint.;Original
1042007;Placement cancelled;Original
1042008;The add-on has removed itself.  Try placing the add-on again.;Original
1042009;You cannot use this deed at this time.;Original
1042010;You must have the object in your backpack to use it.;Original
1042011;The deed does not seem to be for anything.;Original
1042012;Proper format: create [template];Original
1042013;Type in the desired new body number:;Original
1042014;Reloaded successfully.;Original
1042015;Your test subject is now frozen.;Original
1042016;Your test subject is now unfrozen.;Original
1042017;Body change complete and animation set reloaded.;Original
1042018;Animations now triggered by the keyword, 'animate';Original
1042019;Please enter the new duration (must not be over 20):;Original
1042020;Animations now triggered by the keyword, 'animate';Original
1042021;Cancelled.;Original
1042022;Invalid entry. Must be an integer from 1 to 20.;Original
1042023;Cancelled.;Original
1042024;Body change complete and animation set reloaded.;Original
1042025;It is too heavy for you to wield.;Modified
1042026;It appears to have some poison smeared on it.;Original
1042027;It is too heavy for you to wear.;Modified
1042028;This armor is incredibly durable.;Original
1042029;no list;Original
1042030;isBandageNeeded : I don't have any bandages!;Original
1042031;I have cured myself of poison!;Original
1042032;I cannot cure poison, waiting until unpoisoned to heal!;Original
1042033;ERROR : No Bandages when tried to apply Heal;Original
1042034;Beginning Healing Cycle;Original
1042035;Beginning Healing Cycle;Original
1042036;That location is not in your house.;Original
1042037;Where would you like to place this banner?;Original
1042038;You must have the object in your backpack to use it.;Original
1042039;The banner must be placed next to a wall.;Original
1042040;You must have the object in your backpack to use it.;Original
1042041;You must have the object in your backpack to use it.;Original
1042042;You can only use this on yourself!;Original
1042043;You have been knocked off your mount!;Original
1042044;Doing Callback;Original
1042045;With 4 of these and 3 strips of leather a good tinker could make a working bola...;Original
1042046;You have been knocked off your mount!;Original
1042047;You fail to knock the rider from its mount.;Original
1042048;This bola is already being used;Original
1042049;You must wait a few moments before you can use another bola!;Original
1042050;The bola must be in your pack to use it.;Original
1042051;Your hands must be free to use a bola!;Original
1042052;Your hands must be free to use a bola!;Original
1042053;You can't use this while on a mount!;Original
1042054;You can't use this while on a mount!;Original
1042055;You begin to swing a bola...;Original
1042056;The bola must be in your pack to use it.;Original
1042057;You have no reason to throw a bola at that.;Original
1042058;You cannot throw a bola at that.;Original
1042059;You have no reason to throw a bola at that.;Original
1042060;You cannot see that target!;Original
1042061;Super hack initiated...;Original
1042062;Enter a list of terrain numbers, separated by spaces:;Original
1042063;Enter a list of terrain numbers, separated by spaces:;Original
1042064;Terrain filter type selection canceled.;Original
1042065;Mountain Shading Cancelled.;Original
1042066;Slope canceled.;Original
1042067;Enter a randomization factor for elevation.;Original
1042068;Slope canceled.;Original
1042069;Enter a list of terrain numbers, separated by spaces:;Original
1042070;Terrain fill entry canceled.;Original
1042071;Enter amount to vary terrain.;Original
1042072;Enter a list of terrain numbers, separated by spaces:;Original
1042073;Enter a list of terrain numbers, separated by spaces:;Original
1042074;Terrain filter type selection canceled.;Original
1042075;Mountain Shading Cancelled.;Original
1042076;Slope canceled.;Original
1042077;Enter a randomization factor for elevation.;Original
1042078;Slope canceled.;Original
1042079;Enter a list of terrain numbers, separated by spaces:;Original
1042080;Terrain fill entry canceled.;Original
1042081;You do not have enough resources to make that item.;Original
1042082;Your selection has been recorded.;Original
1042083;You cannot dye that.;Original
1042084;That item is currently being used.;Original
1042085;ERROR : Region Creation Failed!;Original
1042086;Could Not Add Creations To Region : No regionID!;Original
1042087;REMOVING REGION!;Original
1042088;Got To DEACTIVATED message;Original
1042089;Got to ACTIVATED message;Original
1042090;Dynamic Spawn Region Deactivated - Monsters Deleted;Original
1042091;Dynamic Spawn Region Deactivated - Monsters Remain;Original
1042092;Dynamic Spawn Region Activated;Original
1042093;MESSAGE : Messaged A Dynamic Region!;Original
1042094;DEACTIVATE : War Zone Deactivated!;Original
1042095;UPDATE : Updating War Zone!;Original
1042096;UPDATE : Updating Templates!;Original
1042097;SLEEPING : War Zone Set To Sleeping!;Original
1042098;SLEEPING : Not Time To Restart - Or Creatures Still Exist;Original
1042099;UPDATE : Warzone Level Increased!;Original
1042100;UPDATE : Level is at Max Level!;Original
1042101;UPDATE : Warzone Level Decreased!;Original
1042102;HEARTBEAT : Warzone Heartbeat Complete!;Original
1042103;KILL : Warzone Creature Killed!;Original
1042104;War Zone Region Deactivated - Messages Sent;Original
1042105;War Zone Deactivate - No Messages Sent;Original
1042106;War Zone Set to Sleep Mode - Creatures Remain;Original
1042107;War Zone Region Activated;Original
1042108;Detach dynscan script? (yes or no);Original
1042109;Enter the starting point and ending point as startX startY endX endY;Original
1042110;Operation Cancelled.;Original
1042111;Improper format. Be sure to enter the starting and ending points;Original
1042112;as the starting X Y followed by the ending X Y with spaces between all.;Original
1042113;Invalid entry. Detach dynscan script? (yes or no);Original
1042114;Removed.;Original
1042115;All done.;Original
1042116;Mountain Shading Cancelled.;Original
1042117;Thou hast given me something I do not care for.;Original
1042118;You must purchase a special bag to give me your moonstones in!;Original
1042119;Mine interest flags in thy presence.;Original
1042120;Gather ample gold and thou shalt garner an orb for thy toils.;Original
1042121;Here is thy bag and thy new orb is within.;Original
1042122;I sell enchanted moon orbs at 1000 gold and 50 gold for each charge.;Original
1042123;Givest unto me a bag with thy moonstones ye wish to enchant.;Original
1042124;If thy wish is to give me equal amounts of moonstones, I can make thee a universal orb for double the price!;Original
1042125;Which weapon do you wish to engrave?;Original
1042126;Which piece of armor do you wish to engrave?;Original
1042127;Which piece of leather do you wish to embroider?;Original
1042128;Which piece of clothing do you wish to embroider?;Original
1042129;Which piece of jewelry do you wish to engrave?;Original
1042130;You cannot personalize this item.;Original
1042131;You cannot personalize items that have maker's marks!;Original
1042132;You cannot personalize things that have no value!;Original
1042133;Items must be in the root of your backpack to personalize them!;Original
1042134;That item has already been personalized!;Original
1042135;You can only engrave weapons with this tool.;Original
1042136;You can only engrave metal armor with this tool.;Original
1042137;You can only embroider leather with this kit.;Original
1042138;You can only embroider clothes with this kit.;Original
1042139;You can only engrave jewelry with this tool.;Original
1042140;That item has already been personalized!;Original
1042141;This is not an acceptable name.;Original
1042142;This is not an acceptable name.;Original
1042143;You are still too dazed from being knocked off your mount to ride.;Original
1042144;This is currently in use.;Original
1042145;The statuette has no soul.;Original
1042146;You cannot use this while mounted.;Original
1042147;An ethereal steed statuette has been created in your backpack.;Original
1042148;Creation failed.  Please try again.;Original
1042149;You have already gotten your ethereal steed.;Original
1042150;An ethereal steed statuette has been created in your backpack.;Original
1042151;Creation failed.  Please try again.;Original
1042152;You have already gotten your ethereal steed.;Original
1042153;Come forth my queen!;Original
1042154;You shall never defeat me as long as I have my queen!;Original
1042155;Your power is mine to use as I will.;Original
1042156;I can grant life, and I can sap it as easily.;Original
1042157;You'll go nowhere, unless I deem it should be so.;Original
1042158;You have lost a lot of Karma.;Original
1042159;You no longer control the city!;Original
1042160;You already have a faction menu open.;Original
1042161;You cannot join a faction because your guild is an Order or Chaos type.;Original
1042162;You now have the faction title of Tailor;Original
1042163;Your guild will quit the faction in 7 days;Original
1042164;You already have a sheriff menu open.;Original
1042165;You must wait a short while before changing prices again.;Original
1042166;You must wait several minutes before changing prices again.;Original
1042167;You must wait up to an hour before changing prices again.;Original
1042168;You must wait a few hours before changing prices again.;Original
1042169;You must wait several hours before changing prices again.;Original
1042170;You must be in your controlled town to do that.;Original
1042171;You already have a finance minister menu open.;Original
1042172;I am a stronghold guard;Original
1042173;Your orders sire?;Original
1042174;DEBUG: I cannot hit because I cannot see target;Original
1042175;DEBUG: I cannot hit because target is hidden;Original
1042176;Ano, Pane.;Modified
1042177;Trying to figure out which faction is in charge;Original
1042178;Hey, I found out which faction is in charge!;Original
1042179;Initializing behavior from townstone;Original
1042180;Your orders, sire?;Original
1042181;I am already listening...;Modified
1042182;Awaiting your command...;Original
1042183;I'm sorry, I don't understand your orders...;Original
1042184;If you need me to follow you, or patrol an area, just say so.;Original
1042185;I have returned to my post!;Original
1042186;DEBUG: I cannot hit because I cannot see target;Original
1042187;DEBUG: I cannot hit because target is hidden;Original
1042188;doAggressionCheck Failed: Could not find objVar lstFactionGuardAggression;Original
1042189;I don't work for you!;Original
1042190;Ano, Pane.;Modified
1042191;Ano, Pane.;Modified
1042192;This spot looks like it needs protection!  I shall guard it with my life.;Original
1042193;Jsme ztracen !;Modified
1042194;I've abandoned my post! I should get back.;Original
1042195;I can't find my way back to my post!;Original
1042196;What poor soul do you wish to raise?;Original
1042197;faction_henchman: aggression level set to: ignore;Original
1042198;faction_henchman: aggression level set to: warn;Original
1042199;faction_henchman: aggression level set to: attack;Original
1042200;faction_henchman: aggression level not found!;Original
1042201;You are not in my faction, I cannot sell you a horse!;Original
1042202;Thou'rt not the finance minister of this town.;Original
1042203;You must wait to purchase more animals.;Original
1042204;You do not have enough silver.;Original
1042205;You do not have enough gold.;Original
1042206;setting existing record;Original
1042207;adding new record;Original
1042208;got a faction_check_version message!;Original
1042209;Updating list;Original
1042210;got message FACTION_JOIN;Original
1042211;intResult is TRUE;Original
1042212;intAccountId != 0;Original
1042213;intAccountId == 0;Original
1042214;intResult is FALSE;Original
1042215;intAccountId != 0;Original
1042216;IS in lstBackupData;Original
1042217;IS NOT is lstBackupData;Original
1042218;intAccountId == 0;Original
1042219;Account ID search aborted.;Original
1042220;Account ID search aborted.;Original
1042221;Faction data cleanup cancelled.;Original
1042222;The box was not checked;Modified
1042223;One entry for that account has been removed from Factions.;Original
1042224;You have now quit your faction;Original
1042225;You have been removed from office.;Original
1042226;You have been removed from office.;Original
1042227;You have been elected Commander of your faction;Original
1042228;You are no longer the faction commander;Original
1042229;You are no longer the faction commander.;Original
1042230;The sigil has gone back to its home location.;Original
1042231;You have recently defeated this enemy and thus their death brings you no honor.;Original
1042232;Choose a faction mate to honor.;Original
1042233;You are not in the process of quitting the faction.;Original
1042234;Your faction is now recalculating rank;Original
1042235;Enter global faction broadcast message;Original
1042236;Your faction is now undergoing atrophy;Original
1042237;Debug;Original
1042238;You already have a sheriff menu open.;Original
1042239;Thou'rt not the finance minister of this town.;Original
1042240;Your sins have been suspended;Original
1042241;You must be in your stronghold to hire guards.;Original
1042242;You cannot buy that here.;Original
1042243;A strong magical energy prevents you from giving them the sigil.;Original
1042244;Your faction did not corrupt this sigil.  Take it to your stronghold.;Original
1042245;This is not the correct town sigil monolith;Original
1042246;You can't place that on an enemy monolith;Original
1042247;That is not the correct faction monolith;Original
1042248;You cannot give a sigil to a dead person.;Original
1042249;Your arms aren't long enough to give them the sigil from this distance;Original
1042250;You cannot give them the sigil right now;Original
1042251;Click on a sigil monolith or player;Original
1042252;This sigil has been corrupted by the Followers of Minax;Original
1042253;This sigil has been corrupted by the Council of Mages;Original
1042254;This sigil has been corrupted by the True Britannians;Original
1042255;This sigil has been corrupted by the Shadowlords;Original
1042256;This sigil is not corrupted.;Original
1042257;This sigil is in the process of being corrupted.;Original
1042258;This sigil has been recently corrupted, and is undergoing purification.;Original
1042259;This sigil is not in the process of being corrupted.;Original
1042260;You already have this menu open.;Original
1042261;You cannot place the trap there.;Original
1042262;please enter the item number limit;Original
1042263;That location is not in your house.;Original
1042264;Where would you like to place this head?;Original
1042265;You must have the object in your backpack to use it.;Original
1042266;The head must be placed next to a wall.;Original
1042267;The head could not be placed there.;Original
1042268;You cannot place the head next to that wall.;Original
1042269;You can only redeed a head if you placed it or you are the owner of the house.;Original
1042270;That is not in your house.;Original
1042271;That is not locked down.;Original
1042272;That is too heavy.;Original
1042273;You cannot turn that.;Original
1042274;You cannot raise it up any higher.;Original
1042275;You cannot lower it down any further.;Original
1042276;You cannot drop that there.;Original
1042277;The corpse has already been examined.;Original
1042278;You review the corpse and find it worthy of a trophy.;Original
1042279;You may not cast Gate Travel while riding a seahorse.;Original
1042280;You may not resign while moving your guild stone.;Original
1042281;Close the door to your house before placing your guild stone.;Original
1042282;You cannot place the guild stone close to the front door.;Original
1042283;You have been kicked out of your guild!  			Young players may not remain in a guild which is allied 			with a faction.;Modified
1042284;You have been kicked out of your guild due to factional overlap;Original
1042285;Your guild is now quitting the faction.;Original
1042286;Your guild has changed factions.;Original
1042287;Your guild is no longer in a faction.;Original
1042288;Your guild has changed factions.;Original
1042289;Your guild is no longer in a faction.;Original
1042290;Error:  Problem receiving campsite location!;Original
1042291;You may not use this while carrying a sigil.;Original
1042292;You must have the object in your backpack to use it.;Original
1042293;You cannot afford my services for that style.;Original
1042294;You cannot afford my services for that style.;Original
1042295;Bad hue.;Original
1042296;You cannot afford my services for that style.;Original
1042297;You cannot use the services of a hairstylist right now.;Original
1042298;Your current form does not allow for new styles.;Original
1042299;Use a disguise kit, if you want to change your disguise.;Original
1042300;Need Directions Message received;Original
1042301;I am at enterrange trigger;Original
1042302;I think you are a player;Original
1042303;I think you are a dead player;Original
1042304;I am past zdif.;Original
1042305;I don't think you are on a multi.;Original
1042306;I am past most checks.;Original
1042307;There is no redemption for criminals in my eyes.;Original
1042308;In other planes your sins are many.  I shall not resurrect you, murderer.;Original
1042309;Repent!;Original
1042310;got checkGMCallStatus function call!;Original
1042311;I'm a young player!;Original
1042312;I'm not a young player!;Original
1042313;Where are my mercenaries?;Original
1042314;Kal Ort Por;Original
1042315;What? No guards? I shall hire mercenaries, then!;Original
1042316;You are still too dazed from being knocked off your mount to ride.;Original
1042317;You may not ride at this time;Original
1042318;The unicorn refuses to allow you to ride it.;Original
1042319;The Ki-Rin refuses your attempts to mount it.;Original
1042320;You may only secure a container in a home of which you are a co-owner.;Original
1042321;That is right here.;Original
1042322;That is just a short way from here...;Original
1042323;That is quite a ways from here...;Original
1042324;That is a fair distance from here...;Original
1042325;This is a long way from here...;Original
1042326;That is quite a long distance from here...;Original
1042327;That is a long journey from here...;Original
1042328;...somewhere to the north.;Original
1042329;...somewhere to the north-east.;Original
1042330;...somewhere to the east.;Original
1042331;...somewhere to the south-east.;Original
1042332;...somewhere to the south.;Original
1042333;...somewhere to the south-west.;Original
1042334;...somewhere to the west.;Original
1042335;...somewhere to the north-west.;Original
1042336;...but I'm not sure which way.;Original
1042337;It is past midnight.;Original
1042338;It is in the wee hours of the morning.;Original
1042339;It is early morning.;Original
1042340;It is in the latter half of the morning.;Original
1042341;It is noon.;Original
1042342;It is in the afternoon.;Original
1042343;It is in the evening.;Original
1042344;It is at night.;Original
1042345;I'm not sure what time it is.;Original
1042346;I can train the following:;Original
1042347;alchemy;Original
1042348;anatomie;Modified
1042349;animal lore;Original
1042350;item identification;Original
1042351;armslore;Original
1042352;parrying;Original
1042353;begging;Original
1042354;kovařina;Modified
1042355;fletching;Original
1042356;peacemaking;Original
1042357;camping;Original
1042358;carpentry;Original
1042359;cartography;Original
1042360;vaření;Modified
1042361;detecting hidden;Original
1042362;discordance;Original
1042363;evaluate intelligence;Original
1042364;healing;Original
1042365;rybaření;Modified
1042366;forensic evaluation;Original
1042367;herding;Original
1042368;hiding;Original
1042369;provokace;Modified
1042370;inscription;Original
1042371;lockpicking;Original
1042372;magery;Original
1042373;resist spells;Original
1042374;tactics;Original
1042375;snooping;Original
1042376;musicianship;Original
1042377;poisoning;Original
1042378;archery;Original
1042379;spirit speak;Original
1042380;stealing;Original
1042381;tailoring;Original
1042382;taming;Original
1042383;taste identification;Original
1042384;drátenictví;Modified
1042385;tracking;Original
1042386;veterinary;Original
1042387;swordsmanship;Original
1042388;maces;Original
1042389;fencing;Original
1042390;wrestling;Original
1042391;lumberjacking;Original
1042392;dolování;Modified
1042393;meditation;Original
1042394;stealth;Original
1042395;disarming traps;Original
1042396;For less, I shall teach thee less.;Original
1042397;It shines like a moonbeam, but I cannot accept your silver.;Original
1042398;are you sure you want to find exploiters?;Modified
1042399;house analysis cancelled;Original
1042400;Starting to execute script to categorize houses;Original
1042401;That is not listening.;Original
1042402;You cannot use incognito while wearing body paint;Original
1042403;You lack the mana required to inscribe that spell.;Original
1042404;You don't have that spell!;Original
1042405;Super hack initiated...;Original
1042406;Enter a list of terrain numbers, separated by spaces:;Original
1042407;Enter a list of terrain numbers, separated by spaces:;Original
1042408;Terrain filter type selection canceled.;Original
1042409;Mountain Shading Cancelled.;Original
1042410;Slope canceled.;Original
1042411;Enter a randomization factor for elevation.;Original
1042412;Slope canceled.;Original
1042413;Enter a list of terrain numbers, separated by spaces:;Original
1042414;Terrain fill entry canceled.;Original
1042415;You cannot disguise yourself while wearing body paint;Original
1042416;Select the leather item to dye.;Original
1042417;You cannot dye that.;Original
1042418;You can only dye leather with this tub.;Original
1042419;You may not dye leather items which are locked down.;Original
1042420;You cannot lock that down when the front door is open.;Original
1042421;You do not need to secure or lock down a ballot box.;Original
1042422;Has map 0;Original
1042423;Has map 1;Original
1042424;Has map 2;Original
1042425;Has map 3;Original
1042426;Has map 4;Original
1042427;Has map 5;Original
1042428;Has map 6;Original
1042429;Has map 7;Original
1042430;Has map 8;Original
1042431;Has map 9;Original
1042432;Has map 10;Original
1042433;Has map 11;Original
1042434;Has map 12;Original
1042435;Has map 13;Original
1042436;Has map 14;Original
1042437;Has map 15;Original
1042438;Je kompatibilní s 3D klientem;Modified
1042439;Has map 0;Original
1042440;Has map 1;Original
1042441;Has map 2;Original
1042442;Has map 3;Original
1042443;Has map 4;Original
1042444;Has map 5;Original
1042445;Has map 6;Original
1042446;Has map 7;Original
1042447;Has map 8;Original
1042448;Has map 9;Original
1042449;Has map 10;Original
1042450;Has map 11;Original
1042451;Has map 12;Original
1042452;Has map 13;Original
1042453;Has map 14;Original
1042454;Has map 15;Original
1042455;Je kompatibilní s 3D klientem;Modified
1042456;Has map 0;Original
1042457;Has map 1;Original
1042458;Has map 2;Original
1042459;Has map 3;Original
1042460;Has map 4;Original
1042461;Has map 5;Original
1042462;Has map 6;Original
1042463;Has map 7;Original
1042464;Has map 8;Original
1042465;Has map 9;Original
1042466;Has map 10;Original
1042467;Has map 11;Original
1042468;Has map 12;Original
1042469;Has map 13;Original
1042470;Has map 14;Original
1042471;Has map 15;Original
1042472;Je kompatibilní s 3D klientem;Modified
1042473;You have lost the person you were escorting.;Original
1042474;The bag rejects that item.;Original
1042475;A magical aura surrounds you and prevents from burying the stone;Modified
1042476;A magical aura surrounds you and prevents from burying the stone;Modified
1042477;You cannot bury a stone in jail!;Original
1042478;Your moon orb shatters as you use its last charge.;Original
1042479;You wipe away all your body paint.;Original
1042480;Can't See Target!;Original
1042481;I dudded!;Original
1042482;Cíl je příliš daleko!;Modified
1042483;Performing Death Blossom Attack;Original
1042484;FAILURE : Pathfind - trying new direction;Original
1042485;Ready to Fight again!;Original
